"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000123080",756.958158170005,2.27768217254603,0.160832411908456,4.83535727231819,1.32906708628799e-06,4.68460075528772e-05
"ENSG00000134253",169.710069734657,2.27818858282907,0.169104436839439,4.60182238487299,4.18810284431488e-06,0.000133890990274487
"ENSG00000187951",52.3666661110442,2.27945093798691,0.192689163442094,4.04512077411735,5.22961567094275e-05,0.0013741849811596
"ENSG00000171208",133.232514981527,2.28033036601997,0.205203810925795,3.80270893849116,0.000143122470528092,0.00343917647107799
"ENSG00000073111",560.998237628425,2.28580687271565,0.208091762950916,3.77625169575312,0.000159206116163078,0.0037913632553261
"ENSG00000082684",194.237529526819,2.28701846297795,0.164939772692251,4.77155054922011,1.82813085912702e-06,6.22587222653748e-05
"ENSG00000181544",24.30106856456,2.28708110097469,0.196592327644555,4.00362064178701,6.23803669369582e-05,0.00161591695203716
"ENSG00000274020",237.040714241467,2.28769271279582,0.197489628638143,3.98852698355669,6.64848414443312e-05,0.00171161856123644
"ENSG00000163463",81.0471881718864,2.2915201675545,0.142593124038725,5.55089996723502,2.84202683881882e-08,1.30367384976901e-06
"ENSG00000132749",110.049995147102,2.30282342573798,0.19915291461517,4.03119094334774,5.54949349792555e-05,0.00144911706889531
"ENSG00000125878",30.6517284559483,2.31546118928039,0.205452230970677,3.96910359857215,7.21435134562454e-05,0.00184268659369886
"ENSG00000167900",1497.68478302053,2.31555899936477,0.167866395941516,4.85838154081123,1.1834918205782e-06,4.21727207284085e-05
"ENSG00000260942",50.1497412955438,2.31916099874447,0.15325332996535,5.34514322742403,9.03455850476408e-08,3.76590298871906e-06
"ENSG00000233871",36.464181137887,2.33509085610993,0.20044652316673,4.16615286170522,3.09783022941613e-05,0.000856372746485708
"ENSG00000051180",139.292766622491,2.33793854145948,0.172432097020326,4.85952763980309,1.17666154799611e-06,4.19805255585425e-05
"ENSG00000186827",156.107931922541,2.33815417787762,0.162785350926583,5.14883048816615,2.62115625359301e-07,1.03360574534396e-05
"ENSG00000137269",369.245545031656,2.33858454736635,0.21912413108123,3.8269840169063,0.000129722934432811,0.00315612335064673
"ENSG00000182963",195.295986975062,2.34767790718818,0.170690467897041,4.96617015368132,6.82880449146769e-07,2.53864716591203e-05
"ENSG00000160050",172.533482344206,2.36322489436347,0.201207532607512,4.29022155968352,1.78494952237287e-05,0.00051537771782347
"ENSG00000123473",187.385371593022,2.36634210837904,0.159985543991342,5.41512743442576,6.12450707171058e-08,2.64339876861718e-06
"ENSG00000120334",185.102054996807,2.36750279034626,0.140942178923359,6.15502610342066,7.50651306463511e-10,4.36064238068863e-08
"ENSG00000163535",181.186990281835,2.373004624348,0.162065303958099,5.38674597848352,7.17447191523737e-08,3.06063847435672e-06
"ENSG00000272953",8.66414122428854,2.37711049006349,0.232215608399861,3.7771383935276,0.000158640590414325,0.00378097720383897
"ENSG00000143494",101.544523776163,2.37779248710359,0.23336468739233,3.761462357104,0.00016892284649635,0.00400318375881861
"ENSG00000188610",19.0392396951565,2.37870426808124,0.229750417425471,3.82460357603609,0.000130982672441296,0.00318147438797563
"ENSG00000197299",102.274709438291,2.379673567777,0.196285460641814,4.48160329807741,7.40843588861039e-06,0.000225729402153489
"ENSG00000119969",308.163461881514,2.38404355462406,0.178527283281164,4.95186807515449,7.3504430590437e-07,2.71529641195015e-05
"ENSG00000114346",542.76963306715,2.38412492750673,0.17103243239817,5.16934078004839,2.34921181875093e-07,9.30135085960732e-06
"ENSG00000101447",513.112497007937,2.38852581160458,0.165371729505544,5.37290027903346,7.74801829277443e-08,3.27636895101113e-06
"ENSG00000106462",508.6617054455,2.39156437185276,0.140270690883186,6.35602752249386,2.07037947390975e-10,1.30661961614779e-08
"ENSG00000163357",17.55152257032,2.39243175978383,0.23395348131149,3.81456926727938,0.000136420669562353,0.00329984434156618
"ENSG00000185585",453.789902463,2.39772019450349,0.166502369345097,5.39163615529611,6.98190270613555e-08,2.98698677998947e-06
"ENSG00000274460",20.619157530563,2.40216105483242,0.188872301105908,4.77656622781622,1.78313843942843e-06,6.1010896018851e-05
"ENSG00000161800",623.543278552164,2.40229958642646,0.140413526156508,6.42601614762343,1.30991493932868e-10,8.43878660380221e-09
"ENSG00000166803",161.61831750855,2.40355899354655,0.182752152110738,4.94417703491142,7.64661928026642e-07,2.79992751089455e-05
"ENSG00000224805",60.9080303050069,2.41029867959932,0.217683408885326,4.18175498197412,2.89267604474043e-05,0.000802696999309739
"ENSG00000274070",578.228727893773,2.41181413631338,0.147326555871253,6.18906843319003,6.05208068351573e-10,3.56535882202277e-08
"ENSG00000287737",16.3245560933303,2.42194583695745,0.215020337633438,4.28771458134886,1.8052084038711e-05,0.000520712631402897
"ENSG00000172244",52.0586666108209,2.43225989169701,0.155476668220273,5.99614014352446,2.02062658923268e-09,1.09541203965452e-07
"ENSG00000225518",44.0086314550115,2.43492835757335,0.209976646959391,4.45253494191741,8.48624249033083e-06,0.000256695657937336
"ENSG00000286909",8.26196243752789,2.45160864512689,0.253400596154837,3.75535282697372,0.000173097454216184,0.00409547175076672
"ENSG00000122952",710.831389823347,2.45318300130272,0.163089526442329,5.84453840841696,5.07974832543253e-09,2.57691399425588e-07
"ENSG00000156535",569.416501327578,2.45427251322253,0.231699582278399,4.11857675287443,3.81219598644405e-05,0.00103428381359234
"ENSG00000270195",10.3773383827699,2.45571424340668,0.25023869905528,3.81921040596345,0.000133879532015213,0.00324643977218632
"ENSG00000250696",82.1828766796242,2.45998711875986,0.237624131499071,4.0399395158383,5.34649876328492e-05,0.00139986284823643
"ENSG00000259349",7.06326150684472,2.46876371765393,0.248140256114866,3.90409735535005,9.45777062709739e-05,0.00236000049294437
"ENSG00000108448",1107.12975888007,2.47206770659321,0.25513152686457,3.81006502230202,0.000138930247636734,0.0033549932528474
"ENSG00000121454",30.8205694599891,2.47315425302293,0.212234341269719,4.5852817560104,4.53374628695573e-06,0.000143527699355196
"ENSG00000228109",27.1402120874266,2.47362330076391,0.235105831746508,4.14121288923905,3.45474121543252e-05,0.000946087519352748
"ENSG00000101342",44.7247255969878,2.47744356573352,0.229268465676966,4.26331446344965,2.01416749049102e-05,0.000575870587790095
