"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000170516",232.218790124622,9.22559250160437,0.708351775205806,10.9064348703859,1.07385534222636e-27,5.41000915514729e-25
"ENSG00000198681",365.029369968505,9.28657932701127,0.589271885770261,13.2138992459026,7.29456177953187e-40,1.42098063465281e-36
"ENSG00000096088",1292.06245165083,9.31339100656352,0.60446252912508,12.9261792585769,3.20346964994611e-38,5.50619901008385e-35
"ENSG00000172016",4113.98993502298,9.55749218532795,0.710736151675304,11.3368261433379,8.62147968033321e-30,5.59821413909637e-27
"ENSG00000237265",34.6669384726481,9.56927282534355,0.791899393039177,10.1897701857998,2.20284331018219e-24,7.31444108221859e-22
"ENSG00000176566",416.546063736879,9.71577622070839,0.757396057979239,10.8473976516704,2.05184182784184e-27,1.0161833594837e-24
"ENSG00000099399",105.77346401377,10.0292881317679,0.856292712530139,9.96071554383068,2.26427120233193e-23,6.55069351803356e-21
"ENSG00000126890",219.182653345174,10.2842058603006,0.787864603713791,11.1493850832924,7.21029130921827e-29,4.29968800112975e-26
"ENSG00000187772",91.338341070891,10.906907738484,0.851892783617246,11.0423611038716,2.38677607306347e-28,1.3411845549022e-25
"ENSG00000253898",380.134305993354,11.3627322874773,0.677987069799291,14.5470802126021,6.09494972860996e-48,5.9364810356661e-44
